ec014.21,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.24,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.25,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.26,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.27,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.28,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.29,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.36,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.39,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.41,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.42,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec014.n329,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec015.03,ec014,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,EC2,EC3,EC3,EC5,"","","",""
ec016.11,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.17,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.19,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.25,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.27,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.28,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.30,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.31,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.33,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.37,ec016,CA1,CA1,CA1,CA1,EC3,EC4,CA1,CA1,CA1,CA1,EC5,EC5,"","","",""
ec016.41,ec016,DG,DG,DG,CA3,EC2,EC3,CA3,CA3,CA3,CA3,EC4,EC5,"","","",""
ec016.42,ec016,DG,DG,DG,CA3,EC2,EC3,CA3,CA3,CA3,CA3,EC4,EC5,"","","",""
ec016.43,ec016,DG,DG,DG,CA3,EC2,EC3,CA3,CA3,CA3,CA3,EC4,EC5,"","","",""
ec016.44,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.45,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.46,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.47,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.48,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.49,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.50,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.51,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,None,EC3,EC5,"","",""
ec016.52,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.53,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.54,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.56,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.57,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.58,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
ec016.59,ec016,DG,DG,DG,CA3,EC2,EC2,CA3,CA3,CA3,CA3,EC3,EC5,"","","",""
f01_maze08,f01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,"","","","","","","",""
f01_maze09,f01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,"","","","","","","",""
f01_maze11,f01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,"","","","","","","",""
f01_maze12,f01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,"","","","","","","",""
g01_maze04,g01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1
g01_maze05,g01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1
g01_maze11,g01_m,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1,CA1
gor01-6-12,gor01,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA1,CA1,CA1,CA1,"","","",""
gor01-6-13,gor01,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA1,CA1,CA1,CA1,"","","",""
gor01-6-7,gor01,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA3,CA1,CA1,CA1,CA1,"","","",""
i01_maze01,i01_m,EC11,EC12,EC13,EC14,Ctx,Ctx,Ctx,Ctx,CA1c,CA1c,CA1c,CA1c,CA1c,"","",""
i01_maze02,i01_m,EC11,EC12,EC13,EC14,Ctx,Ctx,Ctx,Ctx,CA1c,CA1c,CA1c,CA1c,CA1c,"","",""
i01_maze04,i01_m,EC11,EC12,EC13,EC14,CA1,CA1,CA1,CA1,CA1c,CA1c,CA1c,CA1c,CA1c,"","",""
i01_maze05,i01_m,EC11,EC12,EC13,EC14,CA1,CA1,CA1,CA1,CA1c,CA1c,CA1c,CA1c,CA1c,"","",""
i01_maze15,i01_m,EC11,EC12,EC13,EC14,CA1,CA1,CA1,CA1,CA1c,CA1c,CA1c,CA1c,CA1c,"","",""
j01_maze04,j01_m,None,None,None,None,CA,CA,CA,CA,"","","","","","","",""
j01_maze05,j01_m,None,None,None,None,CA,CA,CA,CA,"","","","","","","",""
pin01-11-04,pin01,CA1,CA1,CA1,CA1,CA3,CA3,CA3,CA3,"","","","","","","",""
vvp01-4-10,vvp01,CA1,CA1,CA1,CA1,CA3,CA3,CA3,CA3,"","","","","","","",""
vvp01-4-18,vvp01,CA3,CA3,CA3,CA3,CA1,CA1,CA1,CA1,"","","","","","","",""
vvp01-4-9,vvp01,CA1,CA1,CA1,CA1,CA3,CA3,CA3,CA3,"","","","","","","",""
