ec013.18,ec013.206,254037901,-,0
ec013.18,ec013.208,215266832,-,0
ec013.21,ec013.248,488625927,-,0
ec013.21,ec013.250,514245191,-,0
ec013.21,ec013.251,269870070,-,0
ec013.21,ec013.252,246779065,-,0
ec013.27,ec013.374,303420906,-,0
ec013.27,ec013.375,472908382,-,0
ec013.27,ec013.379,181157667,mpg,131344388
ec013.27,ec013.380,182344305,mpg,135290884
ec013.27,ec013.386,217393634,-,0
ec013.27,ec013.387,180499266,-,0
ec013.27,ec013.388,267718888,-,0
ec013.28,ec013.395,320079384,-,0
ec013.28,ec013.402,151575751,mpg,91576324
ec013.28,ec013.403,346550151,mpg,226592772
ec013.28,ec013.404,332689625,mpg,213907460
ec013.28,ec013.406,534875736,-,0
ec013.28,ec013.410,428493023,-,0
ec013.28,ec013.412,232935291,-,0
ec013.28,ec013.413,170564594,-,0
ec013.28,ec013.414,223089029,-,0
ec013.29,ec013.423,744103459,mpg,467468292
ec013.29,ec013.426,530722018,mpg,328439812
ec013.29,ec013.434,378004695,mpg,218073092
ec013.29,ec013.435,328294209,mpg,195403780
ec013.29,ec013.436,375190121,mpg,221700100
ec013.29,ec013.438,529665919,-,0
ec013.29,ec013.439,486965776,-,0
ec013.29,ec013.440,293286103,-,0
ec013.29,ec013.441,287403389,-,0
ec013.29,ec013.442,277703822,-,0
ec013.30,ec013.454,284117772,-,0
ec013.30,ec013.459,278081250,-,0
ec013.30,ec013.460,520286393,-,0
ec013.30,ec013.463,428919352,-,0
ec013.30,ec013.465,225498184,-,0
ec013.30,ec013.466,243919039,-,0
ec013.30,ec013.469,192522317,-,0
ec013.30,ec013.470,263717670,mpg,202795012
ec013.31,ec013.482,782468224,mpg,462641156
ec013.31,ec013.489,231707833,mpg,137023492
ec013.31,ec013.490,221373226,mpg,148160516
ec013.31,ec013.491,173520713,mpg,116006916
ec013.31,ec013.492,196949373,mpg,138326020
ec013.31,ec013.500,451664008,-,0
ec013.31,ec013.502,261567812,-,0
ec013.31,ec013.503,287911593,-,0
ec013.31,ec013.504,236284445,-,0
ec013.32,ec013.517,648008552,mpg,234811396
ec013.32,ec013.518,412036505,mpg,173801476
ec013.32,ec013.525,610200232,-,0
ec013.32,ec013.527,408579979,-,0
ec013.32,ec013.528,614940288,-,0
ec013.32,ec013.529,621413910,-,0
ec013.32,ec013.531,332684202,-,0
ec013.32,ec013.532,322196791,-,0
ec013.32,ec013.533,225357403,-,0
ec013.33,ec013.541,68861312,mpg,25659396
ec013.33,ec013.542,774247360,mpg,325691396
ec013.33,ec013.543,48616630,mpg,23717892
ec013.33,ec013.544,13084214,mpg,3878916
ec013.33,ec013.545,413149232,mpg,153704452
ec013.33,ec013.553,834952638,-,0
ec013.33,ec013.554,362523108,-,0
ec013.33,ec013.555,364246689,-,0
ec013.33,ec013.556,257003664,-,0
ec013.34,ec013.570,552046498,-,0
ec013.34,ec013.573,190821857,-,0
ec013.34,ec013.574,321461861,-,0
ec013.34,ec013.576,315592242,-,0
ec013.34,ec013.578,462993488,mpg,153294852
ec013.34,ec013.580,452922272,mpg,168691716
ec013.34,ec013.581,539167616,mpg,195430404
ec013.34,ec013.582,212026351,mpg,89505796
ec013.35,ec013.589,451006011,-,0
ec013.35,ec013.592,346732600,mpg,193126404
ec013.35,ec013.593,254536007,mpg,139757572
ec013.35,ec013.598,557249631,-,0
ec013.35,ec013.599,234588970,-,0
ec013.35,ec013.600,257437038,-,0
ec013.35,ec013.601,275766579,-,0
ec013.35,ec013.602,418588860,mpg,181360644
ec013.35,ec013.603,682147975,mpg,310120452
ec013.36,ec013.610,1556054991,mpg,769376260
ec013.36,ec013.620,521193670,-,0
ec013.36,ec013.625,797610185,-,0
ec013.36,ec013.626,235932584,-,0
ec013.36,ec013.627,379519327,-,0
ec013.36,ec013.628,494016156,-,0
ec013.37,ec013.639,509928492,-,0
ec013.37,ec013.642,688955264,-,0
ec013.37,ec013.643,321765649,-,0
ec013.37,ec013.645,655952294,-,0
ec013.37,ec013.646,429526361,-,0
ec013.37,ec013.648,396298890,mpg,232638468
ec013.37,ec013.649,436192838,mpg,200095748
ec013.38,ec013.658,810173179,mpg,565501956
ec013.38,ec013.665,472837635,-,0
ec013.38,ec013.666,452014195,-,0
ec013.38,ec013.667,455647017,-,0
ec013.38,ec013.669,233794225,-,0
ec013.38,ec013.670,394801606,-,0
ec013.38,ec013.671,351017401,-,0
ec013.39,ec013.683,373983642,-,0
ec013.39,ec013.684,251017969,-,0
ec013.39,ec013.685,187479775,-,0
ec013.39,ec013.691,505100228,-,0
ec013.39,ec013.693,251608335,mpg,187949060
ec013.39,ec013.694,276493025,mpg,205656068
ec013.39,ec013.695,261792934,mpg,202072068
ec013.40,ec013.705,742608815,mpg,470339588
ec013.40,ec013.713,670270653,-,0
ec013.40,ec013.714,682324636,-,0
ec013.40,ec013.715,323306629,mpg,201342980
ec013.40,ec013.717,378893884,mpg,239024132
ec013.40,ec013.718,376502407,-,0
ec013.40,ec013.719,373823610,mpg,258093060
ec013.40,ec013.720,442827766,-,0
ec013.41,ec013.737,505338954,-,0
ec013.41,ec013.738,551573895,-,0
ec013.41,ec013.739,353321187,-,0
ec013.41,ec013.743,611665141,-,0
ec013.41,ec013.744,594711667,-,0
ec013.42,ec013.754,938376036,-,0
ec013.42,ec013.755,740546569,-,0
ec013.42,ec013.756,714612724,-,0
ec013.42,ec013.757,700848169,-,0
ec013.42,ec013.761,401350515,-,0
ec013.42,ec013.762,442904315,-,0
ec013.42,ec013.764,372616322,-,0
ec013.42,ec013.765,448605822,mpg,269889540
ec013.42,ec013.766,629262193,mpg,370472964
ec013.43,ec013.773,1439133756,mpg,777099268
ec013.44,ec013.782,1371146411,mpg,783280132
ec013.44,ec013.786,679274459,-,0
ec013.44,ec013.787,566339134,-,0
ec013.44,ec013.788,465467955,-,0
ec013.45,ec013.799,454458712,-,0
ec013.45,ec013.805,376421322,-,0
ec013.45,ec013.806,437093954,-,0
ec013.45,ec013.807,499130687,-,0
ec013.45,ec013.808,649548096,-,0
ec013.45,ec013.809,337563822,mpg,212373508
ec013.45,ec013.810,366451342,mpg,231346180
ec013.46,ec013.819,828830481,mpg,574373892
ec013.46,ec013.825,393531858,mpg,270852100
ec013.46,ec013.826,399867060,mpg,270481412
ec013.46,ec013.827,402545288,mpg,279406596
ec013.46,ec013.829,438350500,mpg,313722884
ec013.47,ec013.840,519948061,-,0
ec013.47,ec013.842,482148392,-,0
ec013.47,ec013.843,625064504,-,0
ec013.47,ec013.844,736676393,-,0
ec013.47,ec013.845,797878499,mpg,374859780
ec013.47,ec013.846,697771246,mpg,326692868
ec013.48,ec013.856,647577252,mpg,292020228
ec013.48,ec013.857,510668808,mpg,229427204
ec013.48,ec013.858,972214782,-,0
ec013.48,ec013.859,462992000,-,0
ec013.48,ec013.860,603214282,-,0
ec013.48,ec013.861,751961869,-,0
ec013.49,ec013.874,382920724,-,0
ec013.49,ec013.880,374077387,-,0
ec013.49,ec013.881,338119847,-,0
ec013.49,ec013.882,419202298,-,0
ec013.49,ec013.887,443760757,-,0
ec013.49,ec013.888,597089982,mpg,361334788
ec013.49,ec013.889,500016988,mpg,314062852
ec013.49,ec013.890,429649058,-,0
ec013.50,ec013.898,865911737,mpg,474826756
ec013.51,ec013.906,450068148,-,0
ec013.51,ec013.910,452676523,-,0
ec013.51,ec013.911,514546194,-,0
ec013.51,ec013.912,804878450,-,0
ec013.51,ec013.913,594451678,mpg,313972740
ec013.51,ec013.914,278899231,mpg,362104836
ec013.52,ec013.922,983290235,mpg,719964164
ec013.53,ec013.932,544674227,-,0
ec013.53,ec013.933,483368673,-,0
ec013.53,ec013.934,481851985,-,0
ec013.53,ec013.935,648502089,-,0
ec013.53,ec013.937,485229484,-,0
ec013.53,ec013.938,776341329,mpg,380368900
ec013.53,ec013.939,613853469,mpg,306225156
ec013.54,ec013.948,854734230,-,0
ec013.54,ec013.949,524405319,-,0
ec013.54,ec013.950,546033295,-,0
ec013.54,ec013.951,639912066,-,0
ec013.54,ec013.953,388184713,mpg,208984068
ec013.54,ec013.954,376136048,mpg,207300612
ec013.54,ec013.955,368892764,mpg,208476164
ec013.55,ec013.965,482798898,-,0
ec013.55,ec013.966,523234587,-,0
ec013.55,ec013.969,555731220,-,0
ec013.55,ec013.970,695171797,-,0
ec013.55,ec013.971,567242376,-,0
ec013.55,ec013.972,1131258886,-,0
ec013.55,ec013.973,591689079,mpg,319109124
ec013.55,ec013.974,587925508,mpg,326096900
ec013.56,ec013.978,438630041,-,0
ec013.56,ec013.979,439671978,-,0
ec013.56,ec013.980,562792320,-,0
ec013.56,ec013.982,482343838,-,0
ec014.12,ec014.123,4773610052,mpg,1026701316
ec014.13,ec014.134,3634807671,mpg,670246916
ec014.16,ec014.183,4426227552,mpg,823990276
ec014.17,ec014.195,3132767570,mpg,980400132
ec014.18,ec014.215,3962561246,-,0
ec014.20,ec014.260,4155864678,mpg,1179193348
ec014.21,ec014.277,6111795124,-,0
ec014.24,ec014.333,3509569360,mpg,1201934340
ec014.25,ec014.350,3184902385,mpg,912654340
ec014.26,ec014.379,3774805077,mpg,1105989636
ec014.27,ec014.405,3541935410,mpg,1083103236
ec014.28,ec014.440,5423925950,mpg,1011726340
ec014.29,ec014.468,4142298440,-,0
ec014.36,ec014.639,3928741842,-,0
ec014.39,ec014.723,1349445450,mpg,586774532
ec014.39,ec014.726,1075510907,mpg,392660996
ec014.39,ec014.727,1029640547,mpg,392517636
ec014.39,ec014.729,1418913301,mpg,595081220
ec014.41,ec014.765,1802081948,mpg,601827332
ec014.41,ec014.767,1420322491,mpg,437884932
ec014.41,ec014.769,1429519349,mpg,430436356
ec014.41,ec014.771,1640628569,mpg,587495428
ec014.42,ec014.793,1952552541,-,0
ec014.42,ec014.794,388759873,-,0
ec014.42,ec014.795,1521486036,mpg,424677380
ec014.42,ec014.796,315415753,-,0
ec014.42,ec014.797,1717294379,mpg,485707780
ec014.42,ec014.798,298617689,-,0
ec014.42,ec014.800,1985618839,-,0
ec014.n329,2007-3-29_12-11-20,1037870725,-,0
ec014.n329,2007-3-29_12-41-10,161678377,-,0
ec014.n329,2007-3-29_13-04-03,1368268698,-,0
ec014.n329,2007-3-29_13-34-32,523668802,-,0
ec014.n329,2007-3-29_13-48-45,1635195613,-,0
ec014.n329,2007-3-29_14-32-45,783039792,-,0
ec014.n329,2007-3-29_15-01-15,2345524445,-,0
ec014.n329,2007-3-29_15-52-09,693325137,-,0
ec014.n329,2007-3-29_16-06-46,7672546866,-,0
ec014.n329,2007-3-29_17-42-25,7355408814,-,0
ec014.n329,2007-3-29_19-19-48,452742073,-,0
ec014.n329,2007-3-29_19-35-02,1059526704,-,0
ec014.n329,2007-3-29_19-58-34,728461348,-,0
ec014.n329,2007-3-29_20-14-02,5546934699,-,0
ec015.03,ec015.041,2156501788,-,0
ec015.03,ec015.042,414393041,-,0
ec015.03,ec015.043,2362868712,mpg,617984004
ec015.03,ec015.044,363111370,-,0
ec015.03,ec015.045,2022836825,mpg,624934916
ec015.03,ec015.046,382043217,-,0
ec015.03,ec015.047,2221381948,-,0
ec016.11,ec016.106,196466592,mpg,128829444
ec016.17,ec016.233,1052938781,-,0
ec016.17,ec016.234,457750800,-,0
ec016.19,ec016.269,1889921994,-,0
ec016.19,ec016.270,1690398514,-,0
ec016.19,ec016.272,1149683988,-,0
ec016.19,ec016.275,283947464,-,0
ec016.25,ec016.397,3641705653,-,0
ec016.25,ec016.405,2523828329,mpg,541952004
ec016.27,ec016.430,3667720900,-,0
ec016.27,ec016.437,1258398867,mpg,400117764
ec016.28,ec016.448,3542382992,-,0
ec016.28,ec016.457,1707350393,mpg,588240900
ec016.28,ec016.459,2243516454,mpg,569266180
ec016.30,ec016.483,2076879850,mpg,898787332
ec016.31,ec016.499,1635512987,mpg,792999940
ec016.33,ec016.537,2635371600,mpg,888238084
ec016.37,ec016.582,2732801593,-,0
ec016.37,ec016.590,362222039,mpg,151025668
ec016.41,ec016.665,1519396699,mpg,779687940
ec016.41,ec016.674,527082097,-,0
ec016.42,ec016.682,1737286519,-,0
ec016.42,ec016.683,247950875,mpg,93532164
ec016.43,ec016.698,2872591429,-,0
ec016.44,ec016.722,2689525655,-,0
ec016.44,ec016.733,542042670,-,0
ec016.44,ec016.734,1984350445,mpg,680251396
ec016.45,ec016.748,351869439,-,0
ec016.45,ec016.749,806280239,-,0
ec016.45,ec016.750,1240469791,-,0
ec016.45,ec016.752,510448939,-,0
ec016.46,ec016.775,1139507293,mpg,570927108
ec016.47,ec016.799,1738784030,mpg,775354372
ec016.48,ec016.819,1988083026,mpg,907786244
ec016.49,ec016.843,1832977692,mpg,864147460
ec016.49,ec016.850,753838116,-,0
ec016.50,ec016.860,1799349672,-,0
ec016.51,ec016.880,2687086021,-,0
ec016.52,ec016.896,1808592267,-,0
ec016.52,ec016.897,1661299362,mpg,642183172
ec016.52,ec016.898,1195460945,mpg,445679620
ec016.52,ec016.899,1877822149,-,0
ec016.53,ec016.923,1892740780,-,0
ec016.53,ec016.931,612713029,-,0
ec016.53,ec016.932,1372982363,mpg,547866628
ec016.54,ec016.939,1171110319,-,0
ec016.54,ec016.946,1247685145,-,0
ec016.56,ec016.957,1952962505,mpg,923762692
ec016.56,ec016.963,527626400,mpg,252520452
ec016.56,ec016.964,270241456,mpg,141012996
ec016.56,ec016.965,227821770,mpg,111546372
ec016.57,ec016.977,1462553947,mpg,722810884
ec016.57,ec016.985,240078661,mpg,137179140
ec016.57,ec016.986,87071836,mpg,49180676
ec016.58,ec016.1015,533870778,mpg,249868292
ec016.58,ec016.1016,1342038882,mpg,640278532
ec016.59,ec016.1035,1984089762,mpg,917999620
ec016.59,ec016.1047,838888639,-,0
ec016.59,ec016.1048,3597929878,-,0
f01_maze08,f01_maze08_MS.002,1151981962,-,0
f01_maze09,f01_maze09_MS.002,880848966,-,0
f01_maze11,f01_maze11_MS.002,998014944,-,0
f01_maze11,f01_maze11_MS.004,916576451,-,0
f01_maze12,f01_maze12_MS.002,298047709,-,0
f01_maze12,f01_maze12_MS.003,437639389,-,0
f01_maze12,f01_maze12_MS.005,791931345,-,0
f01_maze12,f01_maze12_MS.007,964647162,-,0
g01_maze04,g01_maze04_MS.002,2262873573,-,0
g01_maze04,g01_maze04_MS.004,1189353400,-,0
g01_maze04,g01_maze04_MS.006,1981668408,-,0
g01_maze05,g01_maze05_MS.001,1935885095,-,0
g01_maze11,g01_maze11_MS.001,972236328,-,0
g01_maze11,g01_maze11_MS.002,1530694606,-,0
g01_maze11,g01_maze11_MS.004,1172139151,-,0
gor01-6-12,2006-6-12_15-55-31,1194376673,-,0
gor01-6-12,2006-6-12_16-53-46,907000621,-,0
gor01-6-12,2006-6-12_19-26-43,2483580426,-,0
gor01-6-13,2006-6-13_14-42-6,707350776,-,0
gor01-6-13,2006-6-13_15-22-3,647801170,-,0
gor01-6-13,2006-6-13_15-44-7,1816590054,-,0
gor01-6-13,2006-6-13_19-11-30,1999481273,-,0
gor01-6-7,2006-6-7_11-26-53,2256475674,-,0
gor01-6-7,2006-6-7_16-40-19,2167705943,-,0
i01_maze01,i01_maze01_MS.002,548098565,-,0
i01_maze02,i01_maze02_MS.001,347905123,-,0
i01_maze02,i01_maze02_MS.003,380704098,-,0
i01_maze04,i01_maze04_MS.001,775218050,-,0
i01_maze04,i01_maze04_MS.003,858312592,-,0
i01_maze05,i01_maze05_MS.001,421590081,-,0
i01_maze05,i01_maze05_MS.003,453478950,-,0
i01_maze15,i01_maze15_MS.001,3179703727,-,0
i01_maze15,i01_maze15_MS.002,1368040245,-,0
j01_maze04,j01_maze04_M.001,1521610653,-,0
j01_maze04,j01_maze04_M.003,452401860,-,0
j01_maze04,j01_maze04_M.004,1025542361,-,0
j01_maze05,j01_maze05_M.001,1032849252,-,0
pin01-11-04,11-04_22-31-40,1340526279,-,0
pin01-11-04,11-05_0-06-51,291890839,-,0
pin01-11-04,11-05_0-24-7,265054740,-,0
vvp01-4-10,2006-4-10_12-25-50,840169223,-,0
vvp01-4-10,2006-4-10_12-58-3,845809219,-,0
vvp01-4-10,2006-4-10_14-22-10,1050482263,-,0
vvp01-4-10,2006-4-10_19-11-57,1070638749,-,0
vvp01-4-10,2006-4-10_21-2-40,804544896,-,0
vvp01-4-10,2006-4-10_21-32-13,1195793952,-,0
vvp01-4-18,2006-4-18_13-06-01,568311970,-,0
vvp01-4-18,2006-4-18_13-28-57,466034404,-,0
vvp01-4-18,2006-4-18_15-23-32,431732208,-,0
vvp01-4-18,2006-4-18_15-38-02,457641073,-,0
vvp01-4-18,2006-4-18_18-26-36,1575744255,-,0
vvp01-4-18,2006-4-18_21-22-11,2725919862,-,0
vvp01-4-9,2006-4-9_16-40-54,1096559746,-,0
vvp01-4-9,2006-4-9_17-29-30,1110010571,-,0
vvp01-4-9,2006-4-9_18-43-47,1916026326,-,0
